,Label,Text
209,1,"RT @JoeSucksmith: There seems to be some misunderstanding out there re the BoD.

Yes, it's an org that represents some UK Jews. 

But also…"
210,4,ℹ   #TIL The issue of kikes in general is the fault of their inability to form coherent sentences ? Angry :( 💔 🚲 🔂 🏃 👗 👅 🐢 🌽 ▶ 🌱 🎭 🌑
211,4,"Europeans don't even know they contributed exponentially more than all peoples combined including Jews -- every major epoch in history: Greek miracle, Roman Law, Catholic invention of universities, Renaissance, Discovery of World, Modern Science, Industrial Rev.

#Jews #Europeans https://t.co/kmE91iUtep"
212,5,@parislees @irisstylosa Not when it's run by blairites and Zionazis.
213,5,RT @Lima17414722: arrêtez de financer les armes des nazis stop à tous les produits zionazis https://t.co/O4aYXaut3P
214,3,"La gente de huevos kikes va a donar un millón de huevos a la gente más necesitada del país.

Felicitaciones a ellos. Creo que es momento para destacar todas las buenas acciones que hace el empresariado en Colombia. Sobre todo en estos momentos difíciles."
215,3,"@arab59028739 @yairlapidd @lebnads @Polistuff1 @punicagratanum you're supporting rebels supplied by the kikes you opposed, how retarded of you"
216,4,"They have started targeting Religions using media ... Specialy muslims and then christians and non zionist jews  ,by claiming that religious people are responsible for the spreading of virus .. and they also have agenda for those governments which are not  in their controll ,"
217,5,"@Marshall_H15 Left as nomads, came back as godless thieves and murderers;
left as Jews, came back as parasitic profiteering zionists."
218,1,"Looks like an incurable case of TDS to me. Poor morgan freeman must hate how well the the Blacks, Jews, Hispanics, Asians, Native Americans, &amp; the working men and women of America are doing under Donald Trump. He  misses the days when only the elites were doing well under obama."
219,1,"The man broke into a synagogue in the central Ukrainian city of Vinnytsia and was shouting “Beat up the kikes (Jews)."" #antisemitism

https://t.co/d2dg4qWUZS"
220,4,👣 I guarantee that #lol The media's one-sided view of kikes being conquered will be due to the patriachy rawr xd Angery :) 🚐 💭 🚥 🌅 💞 🍁 🗼 👹 🚘
221,1,@HeerJeet How many more Jews would she have to marry and have half-Jewish children with to convince you otherwise?
222,1,@ENRIQUE9_9 Kikes girls don’t have balls god damit only males
223,1,"Adolf is remembered for his rabid antisemitic sentiment and brutal murder of 6 million Jews.
The truth is up until WW2, Europe had been brutally antisemitic and nobody really cared what he did with the Jews. As far back as 1219, through the edict of expulsion Edward 1 expelled.."
224,2,"RT @dhruv_rathee: If Arnab Goswami was there in 1940,

He would blame Jews for provoking Hitler to make concentration camps https://t.co/TT…"
225,2,"RT @HLKodo: ""God sent a plague because  king David who conducted a census by seperating the Israeli people and Jews, so God punished them w…"
226,5,RT @ZoomerRHarrison: Would you rather live with kikes or niggers?
227,4,🎪 RT This: #randum The problem with kikes mind-blowingly is the fault of Malcolm Turnbull ! #alternativefacts ? 💇 🌲 💪 💆 🚅 🔶 🐣 🐾 🐰 🔷 🌷 ↕
228,3,RT @vanguardiacom: Huevos Kikes donará un millón de huevos en Cauca y Santander https://t.co/ku32X06m10 https://t.co/mwBQqK40oL
229,4,👽 Did you know? #Syria The best thing about kikes (Since yesterday) is a result of the influence of backbenchers . Won't hear this on mainstream media!
230,3,RT @Max_Gross: @swilkinsonbc Zionazi #IsraeliCrimes https://t.co/q7Wl43vPhD
231,5,"@nytimes Fuck the kikes, and fuck Passover."
232,5,Zionazie.
233,5,"RT @peteno8: @4AnonxTruther @bethelight8911 @CarlDevitt @Belinda82308433 @Kt23kartracer Bush snr was a zionazi, his father was SS (shirff)…"
234,5,"#Trump is far more concerned with how he can continue getting campaign $$ from his ZioNazi sugar daddy, #Adelson,  &amp; #AIPAC than he is about #Covid19. How else do you explain his new sanctions on Iran etc, and his lackadaisical anti Covid moves? #Capetown #SouthAfrica"
235,5,"@guyelster ...and kikes deaths will rise and rise... Just a simple logic, really. (What kikes seed,they also saw)! https://t.co/mxIVLf8gsh"
236,3,"-hija, tú sabías qué las tortugas también ponen huevos? 
-mmm no. ¿Y son huevos Kikes?

#hijaAlienada 🤣🤣🤣"
237,1,RT @jonlovett: What's sad about this is that the natural state for two old Jews arguing about their hearts is you win by proving how much c…
238,1,"RT @ghost_wales: This a man that hates Jews and supports Iran.
Disgraceful &amp; he’s actually a British MP. 
Who’s voting for these traitors?…"
239,5,"""Use your socks as face masks""
   Zionazi Israeli jailers to their Palestinian prisoners"
240,1,"RT @ImranKhanPTI: As I have stating repeatedly, Modi's Hindu Supremacist agenda is akin to the Nazi pogrom of Jews in the 1930s while  the…"
241,3,"RT @GnasherJew: Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Je…"
242,5,@xNickSteelx @getongab kikes
243,4,👢 #unpopularopinion #randum The media's one-sided view of kikes (citation needed) might have been due to cucks rawr xd #prank ! 🔢 🏯 ↙ ™ 2⃣ 🐶 💍 💄
244,2,"RT @FattyJoker_: &gt;fight zionazi
https://t.co/S1lv6nqLHH

хуя себе"
245,5,"@DPJHodges Everything was great apart from the continuous fake anti semitism claims against Corbyn by the zionazis. 
The real racists won the election. 🙄"
246,5,"@KMUallas @PaxDomini0 @AnthonyAbides @ComfortablySmug Typical cheeseburgerlander, besides being a slave to kikes"
247,1,RT @AuschwitzMuseum: 30 March 1942 | 1st mass transport of Jews from occupied #France arrived at #Auschwitz from the #Compiègne camp with 1…
248,1,"RT @Imamofpeace: To the Muslims who truly hate Jews:

Ask your local Imam: Why don’t Jews eat pork?

If they give you the standard answer:…"
249,1,"RT @freddyatton: Is it ok for Blacks, Mexicans, Muslims &amp; Jews to do this?

— or is it only cool for insecure white power pussies who are s…"
250,1,@NYCMayor Why do any Jews support these anti-Semitic democrats. They are literally wishing the end of Jews. #Jewish  #NaziDeBlasio #FraudsterDeBlabla. I am appalled.
251,4,👝   #lol The influence of kikes sadly was (((them))) . #prank ? 🎩 🏤 #⃣ 🐴 ⚽ 🎪 ↔ 🚲 🐇 👝 🚚 💔
252,1,@marydifino Socialist Jews-haters like him
253,5,So headchoppers and zionazi terrorists are conducting coordinated strikes against Syrian civilians . . what a surprise! https://t.co/wMZw08HAea
254,1,RT @JoyceWhiteVance: 1939: 900+ Jews tried to escape Nazi Germany on the St. Louis. Entry to the US was denied. Nearly 1/3 were murdered in…
255,5,@RBReich @repjohnlewis Right on to becoming a neoliberal ZioNazi thug
256,5,@Jimmymack010 What else to expect from Zionazis?
257,1,"RT @PuneethFans007: #YuvaratnaaDialogueTeaser 
Real Time Views Update!
900K Views
83K Kikes
50K Cmts 🔥🔥🔥
https://t.co/QbCnRxj76E

@hombalef…"
258,4,💌 IMO #TIL The crisis currently plaguing kikes being conquered is the unfortunate result of the socialist revolution ! #FAKENEWS ? 🎢 🌊 🚲 🗿 🚁 🚻
259,5,"@Edstar1000RR @IDF NAtional-ZIonists (zioNaZis) = fakejews who  discriminate, defame, maim or kill the nonjewish people 

= apartheid = racism

boycott with https://t.co/CSrgGri0FG!"
260,2,"@EdmundOris 2011/12 villas boas wanted a youthful revolution at chelsea and unfortunately the kikes of drogba,anelka,malouda were casualties,he preferred a combination of Torres and sturiddge in most of the games 13 of drogbas appearances that season were from the bench ."
261,3,nazi or better to say it...  ZIOnazi !😅😆😆 https://t.co/02GpcYNIGW
262,5,arrêtez de financer les armes des nazis stop à tous les produits zionazis https://t.co/O4aYXaut3P
263,5,"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U"
264,5,Zionazis #IsraelCrimes
265,1,@BullshitSlayer Whoever think this about Jews is not a Jew. Ethiopia Jews have lots in common with other Jewish people.
266,1,"RT @KTHopkins: Leftists are the same the whole world over. 

Jews - targeted 
Muslims - encouraged. 

Corbyn. Clinton. De Blasio. Khan. 

A…"
267,1,"Israel’s chief Ashkenazi rabbi asked Jews to stop kissing mezuzahs because of the #coronoavirus:
https://t.co/PGOOhEkoAg"
268,1,"Crusaders invaded the Middle East, burned Jews alive, killed, raped, pillaged. This really is no different than brandishing a swastika"
269,5,RT @totalsatire: @AntiExtremistin @Schwede987 @tagesschau Na Welche US NATO EU Saudidespoten &amp; Zionazi Kleptokraten haben denn der Türkei n…
270,5,"@LatuffCartoons @Microsoft @Mondoweiss NAtional-ZIonists (zioNaZis) = fakejews who  discriminate, defame, maim or kill the *nonjewish* people 

= apartheid = racism

where is the nonjewish state?

boycott #zioNaZis with https://t.co/CSrgGri0FG!"
271,4,🗿 EXPLAIN THIS: #Syria The media's biased view of kikes unfortunately will be due to aliens rawr xd Won't hear this on mainstream media! :( 🚔 🙎 👟
272,4,"👆 According to a new study, #MAGA The American dream of  kikes in the near future is a result of Tim Tams ! #FAKENEWS :( 👰 👰 🐖 👐 👢 💔 🎯 👂 🈶 ⏪"
273,1,"@Jim_Jordan Rejoice Muslims, Buddhists, Jews, Sikhs, on and on!!!!!!!!!  No?"
274,5,@swilkinsonbc ZIONAZIS POGROMS AS LONG AS WORLD LEADERS KEEP SILENT ZIONAZIS POGROMS WILL CONTINUE
275,5,Happy birthday @hitleragentFBI please stop talking about your cum and kill more Jews https://t.co/Ypbbyf8iHq
276,5,👐 #unpopularopinion #MAGA The problem with kikes today is evident due to the lack of Jobs and Growth rawr xd #alternativefacts :( 🎯 9⃣ 💥 💨 🐈 🚞 👋
277,1,"List of ""ZioNazis"" &amp; Keir #Starmer as ""Star-of-David-Mer"" 🤦
#LabourAntisemitism https://t.co/cSHeTevibd"
278,1,"Rebel News: incites violence towards muslims almost as much as Henry Ford did against Jews. (Also pro brexit, trump, hydrocarbons, denies climate change, misogynists, anti-cycling, anti-gay.) 

Also promotes Ford pick up trucks and autoshows.

#monomania

https://t.co/QZD0ZgVNqp"
279,5,@Partisangirl @georgegalloway @BitarReal zionazis literally get away with murder and Palestinians suffering a holocaust inflicted on them by vicious zionists
280,1,"@DanielSeidemann Fantastic news, Arab rule over majority Jews."
281,3,"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#BelaBaitulMaqdis_AlQuds
https://t.co/JXXuu7oas7"
282,5,@emphamnada @SunDevil31673 @sunnyarkade @RacismDog Dogs are unholy animals for kikes.
283,4,🎠   #Syria The saddest thing about kikes feasibly is the brainchild of Tim Tams rawr Won't hear this on mainstream media! ! 🙇 🐓 🚇 🎰 💁 ☀ 🐶 🐯 🌕
284,4,🌚   #Syria The best thing about kikes (citation needed) is a result of vaccinations ! Sad :) 🐵 9⃣ 🐅 🆓 🌲 🌸 👉 🈁 🚗 🆓 👔 🐷
285,5,"While #Putin looks on and does nothing as usual - abandoning his allies to the ZioNazis..(‘Look Closely, We See You’: IDF Tweets Cryptic Warning to Syrian Army Over Hezbollah Ties): https://t.co/cpDHicgRd1 #CapeTown #SouthAfrica"
286,1,"The Left 2003: ""NO WAR FOR OIL!""

( Fracking makes U.S. energy independent )

The Left 2020: ""NO WAR FOR JEWS!"""
287,5,says all the evil is coming from out of NEW YORK  and CIA HQ in virginia. =ZIONAZI'S.  i think he is right; and its been networking and spreading globally for around 120 years. https://t.co/GuizkH2ufy
288,1,"Among the graffiti spray painted on the Etz Chayim Synagogue were ""F--- Kikes,"" ""Gas Em All,"" ""White Power,"" ""Jew Scum,"" and “Holohoax.” https://t.co/Z9cSMG1Mok"
289,5,"RT @Hasan08931491: #ZioNaziFascistsBarbaricSettlersKidnappedPalestiniansChildren 💯👇
#ZioNaziFascistsBarbaricSettlersExecutedPalestiniansChi…"
290,1,"Oh no, they just brought up Israel and the Jews...this is gonna get messy"
291,5,kikes
292,1,"RT @daverich1: This is so important. Defaming, gaslighting and abusing Jews must have legal consequences, and truth must eventually win out…"
293,5,"RT @TBirdRex1: Over 1,000 Shape-Shifting Jews Exposed For Pretending To Be White on Twitter https://t.co/oDNQ53BiFj"
294,5,Its time to wipe both kikes and assheadists from the face of the planet.
295,3,"RT @Nature_and_Race: Why are Jews allowed to be anti-White, but Whites aren't allowed to be anti-Semitic?"
296,1,@bfaceNelson7 @pidgie22 Wasn't Peter siding with the Jews about bringing circumcision into salvation?
297,1,"RT @HolocaustMuseum: Antonina Żabińska and her husband, Jan, Warsaw Zoo director, risked their lives to smuggle 100s of Jews out of the War…"
298,1,"Ashkenazi Jews do like circular food

https://t.co/B7ZMXBmhUD"
299,1,@OscarJu97128129 @_SJPeace_ Parallels to those brave people who helped Jews escape Nazi Germany. This man is a hero
300,1,RT @AffordablesO: @KikesX Kikes vogue 🙌🙌 ... Nigeria's no1 online clothing store
301,5,@Heba_Khaled21 même Hitler semble plus humains que les zionazis israéliens https://t.co/11C8IftdRH
302,5,@mari4315551 @GrahamDurham @D_Raval Margaret hodge is a zionazi
303,1,"RT @LeniDiamond: @MrRussert @chucktodd @BernieSanders My Great-aunt Golda &amp; her daughter, Polish Jews (Bundists) who died at the hands of f…"
304,3,@loGABRlELinHeLL Os kikes enfiaram no rabo!
305,5,"i have worked for CAT and banked with hsbc, it all felt a bit zionazi israeli this was decades ago"
306,1,"Meta4_GlobalHR: 📌✔️Post in #GlocalThinking! ""HR Software: compulsory requirements for implementing change"" by kikesala23 👉 https://t.co/c6lyPtmcnE Take a look! #SoftwareHR #HR #HRTrends https://t.co/smIkESpUxD"
307,1,"RT @threadreaderapp: @johnrcoats Halo!, the unroll you asked for: Thread by @18airbornecorps: 1 of 15: WE ARE ALL JEWS: THE STORY OF RODDIE…"
308,3,RT @LkmnOkterman: Zionazie.
309,5,"@marklevinshow The racist comments leave little doubt as to whom your hate-filled Zionazi screeds attract. Sad news for you all, the days of white supremacism in the US and Israel/Palestine are waning. 
When Zionists tweet fake news, they double down instead of retracting."
310,1,RT @bestfootf4rd: @NYCMayor Assuming you mean the ultra Orthodox community...Also assuming you're aware ultra Orthodox Jews aren't on Twitt…
311,4,🌐 Guess what? #Syria The problem with kikes getting a taste of their own medicine will be due to the inability of politicians to recognise the needs of a modern Australia
312,1,"RT @JackKaplanNY: For months the Jewish communities of NYC begged the city administration for increased NYPD presence, as Jews were getting…"
313,5,⏩ I bet #lol The problem with kikes being rife with corruption could have been due to the sale of weapons to small african children :) #FAKENEWS :( 🐐
314,1,"@ResistsSerena People at a KKK rally hate black people, Catholics, and Jews. At a Trump rally they hate everybody."
315,4,🚙 Did you know? #lol The only thing preventing kikes (I heard this from a friend) could have been due to the patriachy rawr xd Fad ! 🔰 👄 💚 🍐 🙊 🌈
316,1,RT @RealGilbert: Birthday message to Hitler.  You're dead and the Jews run the world.  HA HA! https://t.co/REpIu51wCu
317,4,💢 FYI #TIL The limit of kikes arguably should have been (((THEM))) :) Sad ? 😾 🙆 🍐 👥 2⃣ 🗿 ✊ ☔ 💏 😹 🌑 🙉
318,1,"@GeographyNow So many Judeo languages on that map, undeniable that Jews were really important in the Arab world."
319,4,"🏨 Without a doubt, #MAGA The problem with kikes controversially is the brainchild of very unlikely ? Rad :( 🉐 🚄 👒 💨 🐡 🐼 🐘 🇷🇺 🚥 9⃣ 😾 🌸"
320,3,"NOTE, near NON jews DIED

they were NEEDED to spread own RUMOUR."
321,4,🐃 BREAKING NEWS!!! #MAGA The one thing stopping kikes mind-blowingly was vaccinations ? #FAKENEWS . ⛅ 🐚 🐜 🌼 ⬇ 💃 🐭 👜 🌼 👃 ⏬ 🎲
322,1,like the amount of times i’ve seen jewish ppl on my tl called kikes and jesus-killers in the last 24 hours is. startling
323,1,Swalwell is a liar. Trump hs been very supportive of Jews particularly Israel and has condemned anti-semitism and specific attacks. And the machete attack and deli shooting were done by blacks not white supremacists.
324,5,"RT @Deeohvoloh: Fuck kikes!!!

Retweet if you agree."
325,1,MSNBC’s Ayman Mohyeldin Joins the ‘Exploit the Coronavirus to Demonize the Jews’ Party https://t.co/V2awK75x0a via @pamelageller
326,5,"@SchafDas @Challen81690499 @tagesschau Wenn das 1ner von den Linken sagt &amp; ausgerechnet die Zionazi BLÖD das bestätigt, muss es ja stimmen was die Eurasien spaltenden NATO Krieg NAZIS sagen 
Coronavirus reloaded
Wir liegen auch vor Madagaskar &amp; haben die NATO Pest an Bord🇩🇪😎🇻🇪#FreeAssangeNOW 
 https://t.co/p3Ckuh7ZQS"
327,3,"RT @jarotxos: Ya ha rematado mas veces que sergi,kikes y charles.
Que lo fichen ya"
328,4,💺 I bet #TIL The media's one-sided view of kikes conceivably provides conclusive evidence of Malcolm Turnbull :) #prank ? 🚠 🌰 🌞 🚒 👫 🗽 👓 🐷 🍆
329,1,RT @AuschwitzMuseum: Jews deported by the German Nazis for extermination to #Auschwitz were in most cases promised new life &amp; illusion of r…
330,1,RT @antonioguterres: This is a special time for people of different faiths: Christians celebrate Easter. Jews are marking Passover. Muslims…
331,4,"👒 Without a doubt, #randum The desperate state of kikes (citation needed) could have been due to the alt-right xD Mad . 🎲 🐌 ⏪ 🗼 💇 © 👂 👕 👓 👂 🈚"
332,1,"@w_palestine @stockynine ""And of course, no children were hit because the dirty kikes don't shoot at random like we do! And because of that no one cares that we complain!"" [sarcasm]"
333,5,"@robertwagner198 @IbDoku @antiimp_aktion undercover-zioNaZis gibts auch jede Menge.

https://t.co/HGpobcDbUY"
334,5,💓 SHOCKING!!! #Syria The media's slanted view of kikes arguably is evidence of how many times the tax payer can be betrayed rawr xd #altfacts ! 🗿 🚗
335,1,"@AndyWalker1963 @KeloidKrown @clarkegeorgina1 @mrjamesob Why did the Nazis make Jews wear the yellows stars as the contemplated their genocide? The genocide was unspokeable but the average German could ""other"" them.  Racists are different from their targets and average people can easily other them..."
336,4,🌵 EXPLAIN THIS: #Syria The media's slanted view of kikes perhaps is the sale of drugs xD Angry :( ↪ ⚠ 🔡 🈴 🐊 🐣 🌽 🔷 🐭 👽 👟 🚦
337,1,"'Meet a Jew': Feeling like targets, these Jews are taking their case to the streets of N.Y.C. https://t.co/XoJfSZnkoA"
338,1,RT @KamalaHarris: Today marks Holocaust Remembrance Day and 75 years since the liberation of Auschwitz. As we remember the six million Jews…
339,5,"RT @theedailyboomer: Three six nine, niggas doing time. Pornographers are criminals who happen to be kikes. https://t.co/8tKBmL1K6O"
340,5,"RT @boedz_jayz: #Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is c…"
341,3,@SteffyGarciag pasaré a comprar pan a Kikes y gritaré feliz cumpleaños cuando pase por tu casa y te dejo una concha
342,1,"@localsouthsider U don’t hear Jews callin each other kikes or Hispanics callin each other spic. Dis whole convo a grey area cause it’s based off bias &amp; personal comfortability. U can’t call a gay dude a faggot, but if his partner says it in a joking manner it’s cool. Feel me?"
343,4,💧 SHOCKING!!! #randum The saddest thing about kikes in the last decade is a result of not very trustworthy rawr Sad . 💎 🐳 〽 🌈 👘 🐶 🏦 1⃣ 💫 🐾 🐌
344,1,"RT @AdamMilstein: ""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.

https://…"
345,1,"RT @Imamofpeace: “Jews are lying about me.

Christians are lying about me.

Muslims are lying about me.

Republicans are lying about me.

M…"
346,5,@philipgiraldi American citizen shot dead by ZioNazis &amp; yet american govt is silent Fxxxxng unbelievable
347,5,"@worldonalert assheadists murder and report just as much as kikes do. This account was blocked for 5 years from 2008ish when everyone had anti SheikOsama(rh) profile photos. But Believers will never die, InShahAllah(swt)."
348,1,"RT @bariweiss: For many of us, this will be the first Passover seder we've held in imperfect times. I find myself thinking of Jews in other…"
349,1,"RT @GnasherJew: Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Je…"
350,1,"RT @HillelNeuer: 3 years ago today: I took the floor at the UN to ask Arab states &amp; Iran why they pushed out 850,000 of their Jews. Communi…"
351,5,"@ZeitW @spdverbot @welt @c_lindner Wenn Zionazis Spalter von der BLÖD Welt das sagen, mußt Du gehorchen🇩🇪😎🇻🇪 #FreeAssangeNOW 
@bild @tagesschau #kenfm @teamkenfm @nachdenkseiten @nuoviso @SpiegelAnti @telepolis_news @rtdeutsch @de_sputnik @euronewsde @Deutschlandfunk #dielinke #grüne #spd #cdu #csu #fdp #afd @dpa https://t.co/zLxhq6gwmS"
352,5,"@TimidPoster99 @mjw762 ""Yes, yes...  I ALREADY said 'gas the kikes' AND 'race war now'...  No, they still won't tell me where the Big Igloo is."" https://t.co/qNUHnw6EQp"
353,5,"This Fake #Arab TV &amp; all ZioNazi media are screaming but #Assad &amp; #Putin have all rights under internat. law to kick out  invaders - Turkey, USA &amp;  Israel NOW. Why don't they? (33 Turkish soldiers killed in Syrian air raid in Idlib) https://t.co/0dSC4hk9UF #CapeTown #SouthAfrica"
354,5,@ChristophGottel Trump's advisor zionazi criminal Kissinger means war ahead.
355,1,"As someone who grew up with lots of “you killed Jesus” people, people genuinely do believe that shit and will attack Jews for it to this day"
356,4,"🗾 Nowadays, #randum The issue of kikes heading up in the world is evident due to Tim Tams ? Angery . 🚞 🚓 👏 🚲 🍍 🌄 🇷🇺 🐵 💫 🌐 🐛 🐶"
357,1,"RT @MattWalshBlog: “De Blasio didn’t threaten Jews. He only threatened Jews who practice their religion publicly.”

This is the defense I’m…"
358,1,"RT @AuschwitzMuseum: 7 January 1943 | A transport of 2,000 Jews deported by the Germans from the ghetto in Augustów arrived at #Auschwitz.…"
359,3,"Es tiempo de quedarnos en casa, de cuidarnos y de alimentarnos bien.
En Kikes nos comprometimos a acompañarte siempre, por eso en estos momentos, seguimos trabajando para estar cerca a ti y a todos los que cuidas. Cuenta con nosotros.
#HuevosKikes #AmorQueAlimenta #QuédateEnCasa https://t.co/G8H0UIyise"
360,5,RT @jewsfarts: @MurdochBare @Lolocaustianity God dam these evil 666 kikes!
361,5,église de la nativité Bethléem 19 ème siècle avant les zionazis les JECKES et les judenrats les kapos juifs qui  migrent en Palestine traité de havaara https://t.co/XWAEcANwxQ
362,5,@Cernovich Your ZioNazi freind Dershowitz feels the same!
363,1,RT @AuschwitzMuseum: 19 April 1943 | Groups of Jews in the Warsaw Ghetto began the uprising against Germans. It lasted 27 days. Today we re…
364,5,@PSCBrixton @imemcnews IDF = zionazis - #BDS is the answer
365,1,@SpiritED_Sweet She wont get banned bc she only used tropes and dogwhistles. If she could say kikes and hymies she would
366,3,RT @larepublica_co: Huevos Kikes anunció que entregará un millón de huevos a familias necesitadas en el Norte del Cauca y Santander  https:…
367,1,"RT @michaeldickson: Dear world leaders,

Thank you for respecting the memory of the millions of Jews murdered in the Holocaust.

Please als…"
368,2,"hi! i need your help!
i would need to reach 500 kikes on this post (｡･ω･｡)ﾉ♡

like for like! thanks ( ◜‿◝ )♡
#werewolfonline #wwo https://t.co/RsxN7cYtmD"
369,1,"RT @RealTimeWWII: Jews of Minsk show Nazis a blood-stained fake passport, &amp; claim Hersh was shot in a random German sweep. Today, the SS ar…"
370,4,"⬅ Without a doubt, #Syria The crisis currently plaguing kikes sadly is evidence of Mint Slices ? #alternativefacts . 🙈 ☀ 🌋 🐯 🍍 🐅 🚄 ⛅ 🐁 💗 🐃 🐵"
371,1,"@georgiameeker @EcoSexuality @pesachlattin @NYCMayor Wrong !! he called out to all jews "" jewish community ""instead of pointing out the specific place of gathering.  That was the mistake !"
372,4,💏 SHOCKING!!! #Syria The media's one-sided view of kikes (I heard this from a friend) was due to Tasmanians rawr Sad :( 🐣 ⚠ 🍄 🇮🇹 🌏 ⬇ ✨ 🐼 🐵 🗼
373,1,"RT @JoeBiden: On #HolocaustMemorialDay and the 75th anniversary of Auschwitz's liberation, we honor the millions of Jews and other victims…"
374,1,RT @JonnyMicro: Mike Pence didn’t wear a mask at the Mayo Clinic and Bill DeBlasio told Jews he might arrest them if they don’t shape up. O…
375,4,💬   #randum The inevitability of kikes being conquered is the fault of very unlikely rawr Hangery :( ® 🌳 🌿 👒 🌗 🐧 ⛄ 💼 🔣 🐢 👓 🌺
376,4,💕   #lol The best thing about kikes in parliament will be the sale of nacotics rawr Bad ! 🐧 🐚 💘 🐯 〰 🐋 🔰 🎦 🐚 ⛅ 🚽 ✈
377,2,"RT @CharlieKirkFan: People actually believe Germany was totally normal, then decided to hate Jews for no reason for a few years, then went…"
378,1,"RT @AuschwitzMuseum: 23 January 1943 | A transport of 2,000 Jews deported by the Germans from the ghetto in Grodno arrived at #Auschwitz. S…"
379,5,"...and you won't see or hear any of it on ZioNazi US empire TV &amp; media (#CNN #FoxNews #MSNBC #BBC #SkyNews #EuroNews, #RAI #DW etc)..(‘US is torturing #ChelseaManning’: Top UN official says her treatment is ‘cruel and degrading’)  https://t.co/fOKXxCYRFP #CapeTown #SouthAfrica"
380,5,"@TheDruzeFRA_BEY @MENA_WATCH MENA Watch ist ja auch von Zionazisunterwandert,wie auch bei Wikipedia oder Psiram,die den Holocaust &amp; Juden mißbrauchen &amp; uns unbedingt in ihren Krieg gg ihren Erbfeind Iran zusammen mit ihren Saudidespoten hetzen wollen #Epstein🇩🇪😎🇻🇪#FreeAssange 
https://t.co/48owUiAeE2 #KenFm"
381,5,"@janepilled Pweaassssseee, i wiww cawl them all niggewws. I pwomise, the wittle KIKES won’t hab a futuw"
382,5,@9NewsMelb @Fi_Willan Kikes
383,5,RT @Moody1111Dream: @DIRECTD3MOCRACY @VanessaPaddy @RobertR41182121 Most Americans are ZioNazi's especially those who stand so blindly stro…
384,5,™   #randum The one thing stopping kikes being rife with corruption was due to the patriachy xD Rad ? 🌿 💍 7⃣ 🚣 ⏪ 🌱 👝 🍁 🙎 👆 💚 🐵
385,2,the bachelor should be called RICH JEWS
386,5,@Rachael_Swindon @GrahamDurham He's also a zionazi
387,5,"@happyfase1 You know the kikes have got your whole society by the balls when the only part of its political culture left uncontaminated by their toxic and malignant influence is tiny, marginalised fringe ""dissident"" group."
388,4,💎 Guess what? #Syria The basis of  kikes being rife with corruption provides conclusive evidence of the sale of baguettes rawr xd #altfacts :) ⏫ 🙌 ➡
389,5,"@MartianOvrlord @undeadscribe She's no Zionazi, so absolutely."
390,5,RT @RedSimpson3: @mari4315551 @GrahamDurham @D_Raval Margaret hodge is a zionazi
391,1,"Today is #YomHaShoah, the date in the Jewish calendar for Jews around the world to mourn the loss of the six million Jewish people murdered during the Holocaust. Here is the full schedule of online content that will be streaming tonight and tomorrow from @yomhashoahuk"
392,3,RT @jitengajaria: Israel stands tall because Jews never normalised the atrocites committed on them. Neither did they forgive or forget thei…
393,1,"RT @bornjoyful: @andywartrol @Keir_Starmer @standardnews @JewishChron Oh I do love waking up in the morning and being called a ""zionazi"". G…"
394,1,"@Wilson__Valdez Dude, that theory was lit. He got everyone in there besides the Bilderbergers and the 5 Jews who plan the world economy each year at a lodge on the Greifensee"
395,4,🌒 SHOCKING!!! #MAGA The issue of kikes conceivably is due to the sale of weapons to small african children rawr xd #alternativefacts ? ✌ 🚉 🐰 🐭 🌞
396,1,"RT @EscapeEUSlavery: Labour are institutionally racist against Jews, whites and now @patel4witham.

Labour turn a blind eye to Pakistani Ra…"
397,1,"#ANAMEDÖneriyor: “Travels in search of Turkey's Jews / text, Ayşe Gürsan-Salzmann ; photography Laurence Salzmann” https://t.co/AnqcuawudB"
398,2,RT @nowthisnews: ‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/QSDjd…
399,4,📶 FYI #Syria The problem with kikes surprisingly was due to cucks rawr Rad ? 🐔 🗿 🐯 🌂 🐃 💪 ↗ 💺 👆 🚠 🏢 🏃
400,1,"RT @Claire_Voltaire: Communism, Zionism, and the Jews: A Brief Romance.

Communist parties worldwide, including in the U.S. and Palestine,…"
401,3,"¡Que lo único que se esparza sea la yema de tus Kikes! Este sábado, a las 8:00 p.m., el programa de cocina más importante de Colombia se viste de rosa, junto a @almarosafun, para inspirar a las mujeres a prevenir de manera temprana el cáncer de mama. ¡No te lo pierdas! https://t.co/9UEtDA4p11"
